2021-05-14 11:52,26.5,51.4
2021-05-14 11:52,26.5,52.0
2021-05-14 11:53,26.4,51.6
2021-05-14 11:53,26.4,51.6
2021-05-14 11:54,26.3,51.3
2021-05-14 11:54,26.3,51.9
2021-05-14 11:55,26.3,52.2
2021-05-14 11:55,26.4,53.5
2021-05-14 11:56,26.5,52.5
2021-05-14 11:57,26.6,52.6
2021-05-14 11:57,26.7,52.9
2021-05-14 11:58,26.8,53.2
2021-05-14 11:58,26.9,53.2
2021-05-14 11:59,27.0,52.0
2021-05-14 11:59,27.0,51.1
2021-05-14 12:00,27.0,51.8
2021-05-14 12:00,27.0,51.8
2021-05-14 12:01,27.0,51.8
2021-05-14 12:01,27.1,52.3
2021-05-14 12:02,27.1,52.0
2021-05-14 12:02,27.1,50.9
2021-05-14 12:03,27.1,50.0
2021-05-14 12:03,27.0,50.0
2021-05-14 12:04,27.0,50.5
2021-05-14 12:04,27.1,51.5
2021-05-14 12:05,27.1,51.7
2021-05-14 12:05,27.1,50.6
2021-05-14 12:06,27.2,51.1
2021-05-14 12:06,27.2,50.9
2021-05-14 12:07,27.3,51.2
2021-05-14 12:07,27.3,50.4
2021-05-14 12:08,27.2,51.0
2021-05-14 12:08,27.3,51.4
2021-05-14 12:09,27.3,51.2
2021-05-14 12:09,27.3,51.0
2021-05-14 12:10,27.4,51.0
2021-05-14 12:10,27.4,50.8
2021-05-14 12:11,27.4,50.7
2021-05-14 12:11,27.4,50.8
2021-05-14 12:12,27.5,51.4
2021-05-14 12:12,27.5,51.4
2021-05-14 12:13,27.5,51.3
2021-05-14 12:13,27.6,51.2
2021-05-14 12:14,27.6,50.6
2021-05-14 12:14,27.6,50.5
2021-05-14 12:15,27.6,50.6
2021-05-14 12:16,27.6,50.6
2021-05-14 12:16,27.5,50.6
2021-05-14 12:17,27.5,50.8
2021-05-14 12:17,27.5,50.7
2021-05-14 12:18,27.5,50.9
2021-05-14 12:18,27.5,50.8
2021-05-14 12:19,27.5,51.1
2021-05-14 12:19,27.5,50.7
2021-05-14 12:20,27.5,50.6
2021-05-14 12:20,27.4,50.4
2021-05-14 12:21,27.4,50.4
2021-05-14 12:21,27.3,50.9
2021-05-14 12:22,27.3,51.3
2021-05-14 12:22,27.3,51.2
2021-05-14 12:23,27.3,51.1
2021-05-14 12:23,27.2,50.4
2021-05-14 12:24,27.2,49.5
2021-05-14 12:24,26.9,49.2
2021-05-14 12:25,27.0,50.9
2021-05-14 12:25,27.0,50.2
2021-05-14 12:26,27.0,50.7
2021-05-14 12:26,27.0,50.6
2021-05-14 12:27,26.9,50.8
2021-05-14 12:27,26.8,50.8
2021-05-14 12:28,26.8,51.5
2021-05-14 12:28,26.9,52.0
2021-05-14 12:29,26.9,52.0
2021-05-14 12:29,26.9,51.5
2021-05-14 12:30,26.8,50.0
2021-05-14 12:30,26.7,50.0
2021-05-14 12:31,26.7,50.5
2021-05-14 12:31,26.7,50.3
2021-05-14 12:32,26.6,49.8
2021-05-14 12:32,26.6,50.4
2021-05-14 12:33,26.5,49.9
2021-05-14 12:33,26.4,50.2
2021-05-14 12:34,26.4,50.6
2021-05-14 12:34,26.4,50.6
2021-05-14 12:35,26.4,50.9
2021-05-14 12:35,26.4,51.0
2021-05-14 12:36,26.5,51.2
2021-05-14 12:36,26.6,51.3
2021-05-14 12:37,26.6,51.3
2021-05-14 12:37,26.6,51.3
2021-05-14 12:38,26.7,51.5
2021-05-14 12:39,26.7,51.4
2021-05-14 12:39,26.8,51.4
2021-05-14 12:40,26.8,51.8
2021-05-14 12:40,26.9,51.8
2021-05-14 12:41,27.0,51.8
2021-05-14 12:41,27.0,51.7
2021-05-14 12:42,27.0,51.6
2021-05-14 12:42,27.0,51.7
2021-05-14 12:43,27.1,51.8
2021-05-14 12:43,27.1,51.7
2021-05-14 12:44,27.1,51.7
2021-05-14 12:44,27.2,51.8
2021-05-14 12:45,27.2,51.5
2021-05-14 12:45,27.2,51.6
2021-05-14 12:46,27.2,52.0
2021-05-14 12:46,27.2,51.9
2021-05-14 12:47,27.2,52.0
2021-05-14 12:47,27.2,52.0
2021-05-14 12:48,27.2,52.0
2021-05-14 12:48,27.3,52.0
2021-05-14 12:49,27.3,52.0
2021-05-14 12:49,27.3,52.3
2021-05-14 12:50,27.3,52.6
2021-05-14 12:50,27.3,52.3
2021-05-14 12:51,27.3,52.3
2021-05-14 12:51,27.3,52.2
2021-05-14 12:52,27.3,52.2
2021-05-14 12:52,27.3,52.2
2021-05-14 12:53,27.4,51.9
2021-05-14 12:53,27.4,52.3
2021-05-14 12:54,27.4,52.3
2021-05-14 12:54,27.4,52.4
2021-05-14 12:55,27.4,52.5
2021-05-14 12:55,27.4,52.6
2021-05-14 12:56,27.4,52.6
2021-05-14 12:56,27.4,52.9
2021-05-14 12:57,27.4,52.9
2021-05-14 12:57,27.4,52.6
2021-05-14 12:58,27.4,52.6
2021-05-14 12:59,27.5,52.7
2021-05-14 12:59,27.5,52.8
2021-05-14 13:00,27.5,52.7
2021-05-14 13:00,27.5,52.7
2021-05-14 13:01,27.6,52.1
2021-05-14 13:01,27.6,52.2
2021-05-14 13:02,27.6,52.3
